Vardi,Skaits
VILFRĪDS,2
VILGELM,1
VILGELMA,1
VILGELMINA,11
VILGELMĪNA,14
VILGELMĪNE,4
VILGELMS,24
VILGIMINA,1
VILGITA,1
VILGUMINA,1
VILHELMA,14
VILHELMINA,32
VILHELMINA EMILIJA,1
VILHELMINA EMILIJA OLGA,1
VILHELMINE,6
VILHELMINE DZIDRA,1
VILHELMINE MIRDZA ASJA,1
VILHELMINS,2
VILHELMĪNA,125
VILHELMĪNA MARIJA,1
VILHELMĪNA MARINA,1
VILHELMĪNE,222
VILHELMĪNE ALEKSANDRA,1
VILHELMĪNE IRĒNA,1
VILHELMĪNE MAIGA,1
VILHELMĪNE MARIJA,1
VILHELMĪNE NATĀLIJA,1
VILHELMĪNE TERĒZE,1
VILHELMĪNE VIJA,1
VILHELMĪNE VILMA,1
VILHELMĪNS,1
VILHELMS,305
VILHELMS ALEKSANDRS,1
VILHELMS AUGUSTS,2
VILHELMS BERNARDS,1
VILHELMS EDUARDS,4
VILHELMS ĒRIHS,1
VILHELMS FREDRIKS ŽĪGURS,1
VILHELMS GEORGS,1
VILHELMS GUNARS,1
VILHELMS HEINRIHS,1
VILHELMS HELMUTS,1
VILHELMS JĀNIS,1
VILHELMS KRISTAPS,1
VILHELMS MĀRIS,1
VILHELMS MIĶELIS,1
VILHELMS NIKOLAJS,1
VILHELMS PATRIKS,1
VILHELMS PAULS,1
VILHELMS RAINERS,1
VILHELMS STAŅISLAVS,1
VILHELMS VALTS,1
VILHELMS VERNERS,1
VILHELMS VIKTORS,1
VILHELMS VILIS,1
VILHMA,1
VILI,1
VILIAĻMINA,1
VILIAMS,8
VILIAMS ALEKSANDRS,1
VILIAMS ARNO,1
VILIAMS DŽONATANS,1
VILIAMS JĀNIS,1
VILIAMS LEO,1
VILIAMS PATRIKS,1
VILIAMS VILIS,1
VILIBALDS,1
VILIBALDS RAIVO,1
VILIGIJA,1
VILIJA,82
VILIJA INGA,1
VILIJA MARIJA,1
VILIJA VALDA,1
VILIJA VILMA,1
VILIJAMS,1
VILIJAMS NIKUSORS,1
VILIJS,4
VILIMANTS,1
VILINA,2
VILINS,1
VILIOR,1
VILIORS,1
VILIS,1057
VILIS ALBERTS,2
VILIS ALEKSANDRS,2
VILIS ANDREJS,2
VILIS ANDRĒJS,1
VILIS ANTONS,1
VILIS ARMANDS,1
VILIS ARTŪRS,1
VILIS ARVĪDS,1
VILIS ĀDOLFS,1
VILIS DAUMANTS,1
VILIS DĀGS,1
VILIS DĀVIS,1
VILIS DĀVIS VALDEMĀRS,1
VILIS DONS,1
VILIS DZINTARS,1
VILIS EDUARDS,1
VILIS ELMĀRS,1
VILIS ENZO,1
VILIS ERNESTS,1
VILIS ĒRIKS,1
VILIS ĒVALDS,1
VILIS FĒLIKSS,1
VILIS GUNĀRS,2
VILIS GUNTARS,1
VILIS GUSTAVS,1
VILIS HEINRIHS,1
VILIS HELMUTS,1
VILIS HERMANIS,1
VILIS IVARS,1
VILIS JĀNIS,3
VILIS JĀNIS ARTURS,1
VILIS JĒKABS,1
VILIS JONS,1
VILIS JURIS,2
VILIS KARLS,1
VILIS KĀRLIS,5
VILIS KRISTAPS,1
VILIS KRISTIĀNS,1
VILIS KRIŠJĀNIS,1
VILIS LAIMONIS,1
VILIS LUDVIGS,1
VILIS MARTINS,1
VILIS MĀRTIŅŠ,1
VILIS MIHAILS,1
VILIS MĪLVARS,1
VILIS NIKLĀVS,1
VILIS NIKOLAJS,1
VILIS NORMANS,1
VILIS OLIVERS,1
VILIS RAIMONDS,1
VILIS RAIVIS,1
VILIS RIČARDS,1
VILIS ROBERTS,1
VILIS RUDOLFS,1
VILIS RŪDOLFS,1
VILIS ULDIS,2
VILIS VALDEMĀRS,2
VILIS VIESTURS,1
VILIS VIKTORS,1
VILIS VILHELMS ALBERTS,1
VILIS VILJAMS,2
VILIS VOLDEMĀRS,1
VILIS ZIEDONIS,1
VILIS ZIGFRĪDS,1
VILIS ŽĪGURS,1
VILITA,11
VILIUS,8
VILIUS JONAS,1
VILIUTE,1
VILYUNYA,1
VILĪTE,1
VILJA,2
VILJAMS,139
VILJAMS ALEKSANDRS,3
VILJAMS ALEKSS,1
VILJAMS ANDREJS,1
VILJAMS ANDRŪSS VALDIS,1
VILJAMS ARTJOMS,1
VILJAMS ARTURS,1
VILJAMS ARTŪRS,2
VILJAMS AUGUSTS,1
VILJAMS AUGUSTS MIĶELIS,1
VILJAMS ĀDOLFS,1
VILJAMS BAIRONS,1
VILJAMS BERNARDS,1
VILJAMS ČĀRLZS,1
VILJAMS DANIELS,2
VILJAMS DINS,1
VILJAMS DŽEFERSONS,1
VILJAMS DŽEIMS,1
VILJAMS DŽEIMSS,2
VILJAMS DŽONS,1
VILJAMS DŽONS FILIPS,1
VILJAMS DŽORDŽS RIČARDS,1
VILJAMS DŽOZEFS,1
VILJAMS EDVARDS,1
VILJAMS EINĀRS,1
VILJAMS ENDRJŪ,1
VILJAMS ENDRŪ,1
VILJAMS ERNESTS,1
VILJAMS EVANS,1
VILJAMS EVERIJS,1
VILJAMS EZRA,1
VILJAMS ĒRIKS ALEKSANDRS,1
VILJAMS FABIANS,1
VILJAMS FAOLANS,1
VILJAMS FROŠS,1
VILJAMS GERDS,1
VILJAMS GUNTIS,1
VILJAMS HENRI,1
VILJAMS HENRIJS,2
VILJAMS HERSTS,1
VILJAMS ĪANS,1
VILJAMS JĀNIS,2
VILJAMS KASPARS TILLERS,1
VILJAMS KĀRLIS,1
VILJAMS KRISTMASS,1
VILJAMS LEO,1
VILJAMS LEVI,1
VILJAMS LORENTS,1
VILJAMS LŪKS,1
VILJAMS MAIKLS TOMASS,1
VILJAMS MAKSIMILIANS,1
VILJAMS MAKSIMS,1
VILJAMS MARKS,1
VILJAMS MARŠALS,1
VILJAMS NIKS,1
VILJAMS NĪLS,1
VILJAMS ODEDS,1
VILJAMS OĻEGS,1
VILJAMS PATRIKS,1
VILJAMS PĒTERIS,2
VILJAMS PĪTERS,1
VILJAMS RALFS,1
VILJAMS RAULS,1
VILJAMS RENĀRS,1
VILJAMS ROBERTS,1
VILJAMS ROBINS,1
VILJAMS ROSS,1
VILJAMS SAMUELS,1
VILJAMS SEBASTIANS,1
VILJAMS ŠEINS,1
VILJAMS TĀLIVALDIS,1
VILJAMS TEODORS,2
VILJAMS TEODORS KORNELISS,1
VILJAMS TOMASS,1
VILJAMS TOMASS ONSLOVS,1
VILJAMS VALDIS,1
VILJAMS VALTERS,1
VILJAMS VIESTURS,1
VILJAMS VIKTORS,1
VILJAMS VILHELMS,1
VILJAMS VILIS,2
VILJANS,1
VILJAR,1
VILJARDS,1
VILJĀRS,1
VILJEM,1
VILJEMS,1
VILJENS,1
VILJO,1
VILLE HANS VIKING,1
VILLE JONAS OSKAR,1
VILLE JUHANI,1
VILLE MIKAEL,2
VILLE VAEINAEMOE,1
VILLE VOLDEMARS,1
VILLENS,2
VILLIAMS,10
VILLIAMS ALEKSANDERS,1
VILLIAMS DAVIDS,1
VILLIAMS KĀRLIS,1
VILLIAMS MĀRTIŅŠ,1
VILLIAMS PATRIKS,1
VILLIAMS STĪVENS,1
VILLIJA,14
VILLIJA AGITA,1
VILLIJA VIJA,1
VILLIJS,7
VILLIS,1
VILLIS ARTŪRS,1
VILLJAMS,3
VILLS RALFS,1
VILMA,679
VILMA AINA,1
VILMA AMĀLIJA,1
VILMA ANNA,4
VILMA ANNIJA,1
VILMA ARIJA,1
VILMA AUGUSTE,1
VILMA AUGUSTĪNE,1
VILMA AUSMA,2
VILMA AUSTRA,1
VILMA ĀRIJA,1
VILMA BIRUTA,2
VILMA BRIGITA,1
VILMA DZIDRA,1
VILMA ELGA,1
VILMA ELVĪRA,1
VILMA ELVĪRA LIDIJA,1
VILMA ELZA,2
VILMA EMĪLIJA,2
VILMA ERIKA,1
VILMA ERNA,1
VILMA ĒRIKA,2
VILMA HERMĪNA,1
VILMA HERMĪNE,1
VILMA IDA,1
VILMA ILZE,1
VILMA INARA,1
VILMA INDRA,1
VILMA IZABELA,1
VILMA JUDĪTE,1
VILMA JUSMA,1
VILMA KATE,1
VILMA KATRĪNA,1
VILMA KINTIJA,1
VILMA KRISTINA,1
VILMA LAIMDOTA,1
VILMA LEONTĪNE,1
VILMA LIENE,1
VILMA LILLIJA,1
VILMA LIZETE,1
VILMA LĪVIJA,1
VILMA LORA,1
VILMA LUĪZE,1
VILMA LŪCIJA,2
VILMA MAIGA,3
VILMA MALVĪNE,1
VILMA MARIJA,4
VILMA MELĀNIJA,1
VILMA MELIZANDA,1
VILMA MIRDZA,2
VILMA MUDĪTE,1
VILMA NATĀLIJA,2
VILMA OLGA,1
VILMA OTĪLIJA,2
VILMA RITA,1
VILMA SILVIJA,1
VILMA SKAIDRITE,1
VILMA SKAIDRĪTE,3
VILMA VELTA,1
VILMA VERONIKA,1
VILMA VIJA,1
VILMA VIKTORIJA,2
VILMA VILLIJA,1
VILMA VIVIĀNA,1
VILMA ZELMA,2
VILMA ZELMA LILIJA,1
VILMA ZIGRIDA,1
VILMANTAS,4
VILMANTAS VACLOVAS,1
VILMANTS,4
VILMARS,5
VILMAS,1
VILMĀRIS,2
VILMĀRS,249
VILMĀRS AUSTRUMS,1
VILMĀRS STANISLAVS,1
VILMĀRS VILNIS,1
VILMONIS,1
VILMOSH,1
VILMUTS,1
VILNIS,3276
VILNIS AIGARS,2
VILNIS AIVARS,3
VILNIS ALBERTS,1
VILNIS ALFRĒDS,2
VILNIS ANDREJS,1
VILNIS ANDRIS,1
VILNIS ANSIS,2
VILNIS ARĀMIS,1
VILNIS ARVĪDS,2
VILNIS DAUMANTS,1
VILNIS DZINTARS,1
VILNIS EDGARS,1
VILNIS EDMUNDS,1
VILNIS EDUARDS,2
VILNIS EDVARDS,1
VILNIS EDVĀRDS,1
VILNIS EDVĪNS,1
VILNIS EGILS,1
VILNIS EGONS,1
VILNIS EMĪLS,1
VILNIS ERNESTS,1
VILNIS ĒRIKS,2
VILNIS GUNTARS,1
VILNIS GVIDO,1
VILNIS HARIJS,1
VILNIS HERBERTS,2
VILNIS ILGVARS,1
VILNIS ILMARS,1
VILNIS IMANTS,3
VILNIS IVARS,1
VILNIS IVO,1
VILNIS JĀNIS,2
VILNIS JESE,1
VILNIS JĒKABS,1
VILNIS JURIS,2
VILNIS KĀRLIS,1
VILNIS KONRĀDS,1
VILNIS KRIŠJĀNIS,1
VILNIS LAIMONIS,2
VILNIS MARĢERIS,1
VILNIS MĀRTIŅŠ,1
VILNIS MIĶELIS,1
VILNIS OJĀRS,1
VILNIS OLIENS,1
VILNIS OTTO,1
VILNIS PĒTERIS,2
VILNIS RAIMONDS,5
VILNIS RŪDOLFS,2
VILNIS SANDRIS,1
VILNIS ULDIS,1
VILNIS VALDIS,1
VILNIS VARIS,1
VILNIS VIESTURS,1
VILNIS VILIJS,1
VILNIS VILIS,1
VILNIS VOLDEMARS,1
VILNIS VOLDEMĀRS,3
VILNIS ZIGFRĪDS,1
VILNIS ZIGIS,1
VILNIS ŽANIS,2
VILNĪTIS,3
VILNĪTS,1
VILNONIS,1
VILOL SANDEEP,1
VILONIJA,1
VILONTA,6
VILORA,5
VILORIJA,1
VILORIJS,7
VILORS,1
VILOVA LUSILLA,1
VILOVA ROZE,1
VILS,5
VILS DŽEFRIJS,1
VILS KASTELLO,1
VILSONS,1
VILUPE,1
VILUSA,1
VILUTE,1
VIĻA,13
VIĻDARS,1
VIĻEŅINA,1
VIĻEŅINS,1
VIĻGELMS,1
VIĻGEĻMINA,6
VIĻGEĻMINS,1
VIĻGEĻMĪNS,1
VIĻGEĻMS,1
VIĻGILINA,1
VIĻHEĻMINA,1
VIĻIAŅINA,1
VIĻJAMS,2
VIĻJANS,1
VIĻJENA,2
VIĻJUNA,1
VIĻMA,1
VIĻŅUS,1
VIĻS,1
VIĻUMS,1
VIĻUMS ELMĀRS,1
VIĻUŅA,1
VIĻUS,12
VIĻUS JONS,1
VIĻUTA,2
VIĻUTE,2
VIĻŪTE,1
VIMAL,1
VIMALANAND,1
VIMAR MISSION,1
VIMS KENVINS,1
VIMUKTHI CHIRANJEEV,1
VIMUKTHI JALANA,1
VINA,2
VINADIJS,1
VINAY,3
VINAY KIRAN,1
VINAY KRISHNA,1
VINAY KUMAR,1
VINAY PRASAD,1
VINAY REDDY,1
VINALIJS,6
VINARDS,1
VINARIJA,1
VINARTS,3
VINĀLIJS,3
VINĀRA,1
VINĀRIJA,1
VINCA,1
VINCAS,9
VINCE PATRICK,1
VINCENS,1
VINCENSS KLEMENTS,1
VINCENT,2
VINCENT ALYOSHA EDVARD,1
VINCENT BRIAN,1
VINCENT DOMINIQUE LOUIS,1
VINCENT JACQUES MARCEL,1
VINCENT JEAN REODANT BERNARD JOSEPH,1
VINCENT MICHEL PATRICK,1
VINCENT OLIVIER PIERRE,1
VINCENT THOMAS,1
VINCENTA,13
VINCENTA MARTA,1
VINCENTA VIKTORIA,1
VINCENTAS,2
VINCENTIJS,2
VINCENTIJS BRUNO,1
VINCENTINA,8
VINCENTINA ONA,1
VINCENTĪNA,12
VINCENTĪNE,3
VINCENTS,106
VINCENTS ALEKSANDRS,1
VINCENTS EDGARS,2
VINCENTS ELIASS,1
VINCENTS FILIPS,1
VINCENTS FREDRIKS,1
VINCENTS GABRIELS,1
VINCENTS GUSTAVS,1
VINCENTS HARIJS,1
VINCENTS HENDRIKS,1
VINCENTS JĀNIS,1
VINCENTS KĀRLIS,1
VINCENTS KLĀVS,1
VINCENTS KRISTIANS,1
VINCENTS KRISTIĀNS,1
VINCENTS MĀRIS,1
VINCENTS MORISS,1
VINCENTS NEMO,1
VINCENTS NIKOLASS,1
VINCENTS OLIVERS,1
VINCENTS OSKARS,1
VINCENTS PAULS LOUISS,1
VINCENTS RAFAELS,1
VINCENTS SERGEJS,1
VINCENTS TOMASS,1
VINCENTS VIKTORS,1
VINCENTS ZIGURDS,1
VINCENZO,7
VINCESS,1
VINCIS,2
VINCS,13
VINCS VITAUTS,1
VINČENCO,2
VINEDIKTS,1
VINEETH,2
VINER,1
VINERA,2
VINERS,1
VINETA,2783
VINETA AGRITA,1
VINETA AIJA,1
VINETA AIVA,1
VINETA ALMA,1
VINETA AMANDA,1
VINETA ANNA,2
VINETA ARTA,1
VINETA BAIBA,1
VINETA DAGMĀRA,1
VINETA DAIRITA,1
VINETA DZINTRA,1
VINETA ENIJA,1
VINETA ERLĪNA,1
VINETA ILZE,1
VINETA INĀRA,1
VINETA INGA,3
VINETA INTA,1
VINETA IVONNA,1
VINETA LELDE,1
VINETA LILIANA,1
VINETA LILIĀNA,1
VINETA LILITA,1
VINETA MAIRA,1
VINETA NIKOLA,1
VINETA RENĀTE,1
VINETA RONDA,1
VINETA SAMANTA,1
VINETA SANDIJA,1
VINETA SANTA,1
VINETA VALENTĪNA,1
VINETA VIKTORIJA,1
VINETA VIRGĪNIJA,1
VINETA VITA,1
VINETA VIVIĀNA,1
VINETA ZAIGA,1
VINETE,9
VINETE INGRĪDA,1
VINETE MARIKA,1
VINETS,6
VINETTE,1
VINFREDA,1
VINGRA,13
VINH,1
VINH PHUC,1
VINIAMINS,2
VINICIUS,1
VINIČIO MARKO,1
VINIDIKTS,1
VINIFREDA,2
VINIFRĪDA,1
VINIJA,5
VINIJA VELTA,1
VINIJS,1
VINIRANDA,1
VINITA,19
VINITHA,1
VINĪSIUSS ELIASS,1
VINJAMINS,1
VINNERS,1
VINNIJA MEGIJA,1
VINNIJA PAULĪNE,1
VINOD,2
VINOD KUMAR,1
VINOD SINGH,1
VINOLDS,3
VINONA,1
VINORA,1
VINOTH,1
VINOTH KUMAR,1
VINOVIDS,1
VINS DEIVIS,1
VINS DOMINIKS,1
VINSENTA,2
VINSENTS,17
VINSENTS ALEKSANDRS,2
VINSENTS ANTONI,1
VINSENTS EVERARDS,1
VINSENTS ĒRIKS BENETSS,1
VINSENTS GVIDO,1
VINSENTS IĻJA,1
VINSENTS NIKOLĀ,1
VINSENTS VILLIAMS,1
VINSENTS ŽERĀRS,1
VINSS,1
VINTA,2
VINTARS,2
VINTAUTS,1
VINTĀRS,2
VINTENTINA,1
VINTERS,1
VINTIS OJĀRS,1
VINTRA,13
VINTS,2
VINU,1
VINU DEVIN DISSANAYAKE RAJAKARUNA,1
VIŅA,1
VIŅJAMINS,1
VIŅUMINA,1
VIOLA,287
VIOLA AIJA,1
VIOLA ALISE,1
VIOLA ANNA,1
VIOLA ANNINA,1
VIOLA AURĒLIJA,1
VIOLA DANIELA,1
VIOLA IEVA,1
VIOLA INĀRA,1
VIOLA MAIJA,1
VIOLA MARGARETE,1
VIOLA MARIJA,1
VIOLA SMAIDA,1
VIOLA UNDĪNE,1
VIOLA VIKTORIJA,1
VIOLANDA,2
VIOLANTA,2
VIOLENTA,1
VIOLETA,1033
VIOLETA ANETE,1
VIOLETA BAŅUTA,1
VIOLETA DALIA,1
VIOLETA DŽŪNA,1
VIOLETA ESELENIOSELUMENA UNUANE,1
VIOLETA EVELĪNA,1
VIOLETA GENOVAITE,1
VIOLETA GLORIJA,1
VIOLETA HEDVIGA,1
VIOLETA KATE,1
VIOLETA KOLEVA,1
VIOLETA MARIJA,1
VIOLETA SAMANTA,1
VIOLETA SANDŽENA,1
VIOLETA SKAIDRA,1
VIOLETA VALERIJA,1
VIOLETA VIĻENA,1
VIOLETA VITA,1
VIOLETA ZIGRĪDA,1
VIOLETE,2
VIOLETE AUSMA,1
VIOLETTA,89
VIOLITE,1
VIOĻETA,1
VIOĻIKA,1
VIONA,1
VIONELA,1
VIOREL,6
VIOREL GABRIEL,1
VIORELS,3
VIORICA,1
VIORIKA,39
VIORIKA ŽANETE,1
VIPIN,1
VIPIN KUMAR,1
VIPIN SINGH,1
VIRA,24
VIRAB,2
VIRAJKUMAR RAMESHBHAI,1
VIRANG BHARATBHAI,1
VIRANIJA,1
VIRAT NATVERLAL,1
VIRATS SEMJONS,1
VIRDZIJA,1
VIRDŽINIJA,4
VIRDŽĪNA,3
VIRDŽĪNIA,1
VIRDŽĪNIJA,28
VIRDŽĪNIJA MEGIJA,1
VIREMEYA,1
VIRENDRA,1
VIRENDRA SINGH,1
VIRENIJA,1
VIRĒNA,1
VIRĒNA SKAIDRĪTE,1
VIRGA,2
VIRGA MARIJA,1
VIRGAUDS,1
VIRGAUTS,1
VIRGENIJA,3
VIRGENIJS,1
VIRGĒNIJA,1
VIRGĒNIJS,1
VIRGIJA,1
VIRGILIJA,1
VIRGILIJS,9
VIRGILIJUS,8
VIRGILINS,1
VIRGILIU,1
VIRGILIUS,2
VIRGIĻUS,1
VIRGIMANTS,1
VIRGINA,7
VIRGINE,1
VIRGINIA,3
VIRGINIE,1
VIRGINIE SYLVIE MICHELE,1
VIRGINIJA,95
VIRGINIJA GENUTE,1
VIRGINIJA IVETA,1
VIRGINIJA MARIJA,1
VIRGINIJS,20
VIRGINIJUS,17
VIRGINS,2
VIRGIŅIJS,1
VIRGĪLIJA,1
VIRGĪNA,2
VIRGĪNE,1
VIRGĪNIJA,110
VIRGĪNIJA VIJA,1
VIRGĪNIJS,5
VIRGUTE,1
VIRGUTIS,2
VIRĢILIJS,1
VIRĢINIJS,1
VIRĢINIJUS,1
VIRĢĪNIJA,1
VIRHĪNIJA,1
VIRINEYA,2
VIRINEJA,5
VIRMA,11
VIRMANTAS,1
VIRONIKA,1
VIRSAVIJA,8
VIRSAVIJA BATŠEBA,1
VIRSĀLIJA,1
VIRVE,1
VIRŽINIJA,1
VISAKH,1
VISAMS,1
VISARIONS,3
VISENTA,2
VISENTE IGNASIO,1
VISHAL,3
VISHAL CHANDRA,1
VISHAL PARESHBHAI,1
VISHAL RANA,1
VISHAL REDDY,1
VISHAL TUKARAM,1
VISHALI,1
VISHALJIT SINGH,1
VISHALRAJ,1
VISHNU,4
VISHNU GANESH,1
VISHNU PRIYA,1
VISHNU RAJ,2
VISHNU SANKAR,1
VISHNU SANTOSH,1
VISHNU SHANKAR,1
VISHNU VARDHAN REDDY,1
VISHNUKUMAR SANDIPBHAI,1
VISHNUVAARDAN,1
VISHVAJEET,1
VISHWA SURAJ CHANKYA,1
VISHWAMMBHAR,1
VISHWANI JAYESHBHAI,1
VISHWAS,1
VISIJA,6
VISLAVA,1
VISMANDS,1
VISMANTS,28
VISMANTS OĻĢERTS,1
VISMANTS VOLDEMĀRS,1
VISMUTS,1
VISOLS,1
VISSARION,2
VISSARIONS,1
VISSIJA,2
VISVALDIS,632
VISVALDIS ALFONS JĀNIS,1
VISVALDIS ALVILS,1
VISVALDIS ANDREJS,1
VISVALDIS ARTURS,1
VISVALDIS BERNHARDS,1
VISVALDIS DAMIRS,1
VISVALDIS DANS,1
VISVALDIS DZINTARS,1
VISVALDIS EDMUNDS,1
VISVALDIS EDUARDS,1
VISVALDIS EGONS,1
VISVALDIS ELMĀRS,1
VISVALDIS ERNESTS,1
VISVALDIS GEORGS,1
VISVALDIS GUNARS,1
VISVALDIS GUNĀRS,1
VISVALDIS HENRIKS,1
VISVALDIS ILMĀRS,1
VISVALDIS IVARS,1
VISVALDIS IVO,1
VISVALDIS JĀNIS,7
VISVALDIS JĒKABS,1
VISVALDIS KĀRLIS,2
VISVALDIS LAIMONIS,1
VISVALDIS MĀRIS,1
VISVALDIS MĀRTIŅŠ HERBERTS,1
VISVALDIS PĒTERIS,1
VISVALDIS ROBERTS,2
VISVALDIS RŪDOLFS,1
VISVALDIS TEODORS,1
VISVALDIS VIESTURS,1
VISVALDIS VILNIS,1
VISVALDIS VOLDEMĀRS,2
VISVALDIS ŽANIS,1
VISVALDS,16
VISVALDS ĒVALDS,1
VISVALDS ILMARS,1
VISVARIS,17
VISVARS,1
VISVARS RAIMONDS,1
VISWAANAND,1
VISWANATH,1
VIT,2
VITA,3944
VITA ADRIANA,1
VITA AGNESE,1
VITA AIJA,1
VITA ALDA ZIGRĪDA,1
VITA ALEKSANDRA,1
VITA ANDA,1
VITA ANFIJA,1
VITA ANITA,1
VITA CARA,1
VITA DZINTĀRA,1
VITA ELEONORA,1
VITA ELIZABETE,1
VITA ELĪZA,1
VITA EMĪLIJA,1
VITA GREISA,1
VITA IEVA,1
VITA ILONA,1
VITA INGRĪDA,1
VITA KARĪNA,1
VITA KATRĪNA,1
VITA KRISTĪNE,1
VITA LAUBERTE,1
VITA LETICIJA,1
VITA LIGITA,1
VITA LILITA,1
VITA LINDA,1
VITA LISA,1
VITA LŪCIJA,1
VITA ĻUDA,1
VITA MARIJA,3
VITA MARIKA,1
VITA MARTA,1
VITA MĀRA,3
VITA NICOLE,1
VITA OLGA,2
VITA OLITA,1
VITA SIGNE,1
VITA STANISLAVA,1
VITA VAIRA,1
VITA VELTA,2
VITA VERENA,1
VITA VIJA,2
VITA VIKTORIJA,3
VITA VIOLA,1
VITAISA,1
VITAL,6
VITALA,1
VITALA HAJA JAFA,1
VITALDS,1
VITALI,44
VITALI A,1
VITALIA,4
VITALIA CRISTINA,1
VITALIE,12
VITALII,236
VITALIIA,3
VITALIY,42
VITALIY ALEKSANDROVICH,1
VITALIYA,5
VITALIYA ALEKSANDROVNA,1
VITALIJ,9
VITALIJA,26
VITALIJS,467
VITALIJS ANDREU,1
VITALIJS LORIANS,1
VITALIJS TIMIJS,1
VITALIJUS,14
VITALINA,28
VITALIO,1
VITALIS,9
VITALISA,5
VITALISS,2
VITALIUS,1
VITALY,182
VITALY CHARLES CHRISTIAN MARIE,1
VITALY DONATA,1
VITALĪNA,10
VITALLO,1
VITALS,1
VITALTS,1
VITAĻIJS,1
VITAĻIKS,1
VITAĻINA,8
VITAĻUS,1
VITANA,1
VITANDA,1
VITANS,1
VITARS,1
VITAS,10
VITASS,2
VITAUDS,1
VITAUTAS,14
VITAUTAS IOZAPAS,1
VITAUTS,606
VITAUTS ANTONS,1
VITAUTS EDMUNDS,2
VITAUTS ELIOTS,1
VITAUTS GEDIMINS,1
VITAUTS JĀNIS,3
VITAUTS JONS,1
VITAUTS JURIS,1
VITAUTS MARĢERS,1
VITAUTS MĀRTIŅŠ,1
VITAUTS OTO,1
VITAUTS PĒTERIS,3
VITAUTS PRANČIŠKUS,1
VITAUTS ROBERTS,1
VITAUTS VALDEMĀRS,1
VITAUTS VLADISLOVS,1
VITAUTS ZELMUTS RUSIŅŠ,1
VITAUTS ZIEDONIS,1
VITĀLIJA,96
VITĀLIJS,7547
VITĀLIJS AIVARS,1
VITĀLIJS ALEKSANDRS,2
VITĀLIJS AĻĢIS,1
VITĀLIJS DANIELS,1
VITĀLIJS ĒRIKS,1
VITĀLIJS JĀNIS,2
VITĀLIJS KRISTIJANS,1
VITĀLIJS LUĪ,1
VITĀLIJS REINHARDS,1
VITĀLIJS ROLANDS,1
VITĀLIJS SAMUĒLS,1
VITĀLIJS VALDIS,1
VITĀLIJS VALENTĪNS,1
VITĀLIJS VLADS,1
VITĀLIJS ŽANIS,1
VITĀLIS,8
VITĀLIUS,1
VITĀLIUŠS MAREKS,1
VITĀLĪTE,1
VITĀLS,8
VITĀLS VITAUTS,1
VITĀRS,1
VITE,1
VITELIA,1
VITHURSAN,1
VITHURSHAN SHARMA,1
VITIJA,2
VITIJA VIKTORIJA,1
VITIJS,1
VITIS,2
VITISLAV,1
VITISLAVS,2
VITJA,3
VITJAIS,1
VITJANIS,1
VITKA STOYANOVA,1
VITMA,1
VITNIJA,19
VITNIJA MARIJA,1
VITNIJA MĒRIJA,1
VITNIJA PAULA,1
VITNIJA SANDA,1
VITNIJA TĪNA,1
VITO,7
VITO ANTONIO,1
VITO MAKSS,1
VITO VALDIS,1
VITOLA,1
VITOLD,7
VITOLDA,3
VITOLDAS,2
VITOLDS,541
VITOLDS ALEKSANDRS,1
VITOLDS ARTŪRS,1
VITOLDS EDVĪNS,1
VITOLDS GUNĀRS,1
VITOLDS JĀNIS,2
VITOLDS JURIS,1
VITOLDS KĀRLIS,1
VITOLDS MIERVALDIS,1
VITOLDS RAIMONDS,1
VITOLDS VILNIS,2
VITOLDS VITĀLIJS,2
VITOLDS ŽANIS,1
VITOLIJA,1
VITOLĪNA,1
VITOLS,1
VITOLTS,2
VITOĻDA,1
VITOĻDS,1
VITOR,1
VITOR ALEXANDRE,1
VITOR JOSE,1
VITOR MANUEL,3
VITOR MIGUEL DA SILVA DOS SANTOS,1
VITOR VLADIMIRO,1
VITORIA,4
VITORIA LUČIA,1
VITORIJA,1
VITORIO,4
VITOVTS,1
VITS,24
VITS ALEKSANDRS,1
VITS ĀDAMS,1
VITS ESPARS,1
VITS GUSTAVS,1
VITTA,3
VITTORIA,1
VITTORIA EUGENIA,1
VITTORIJA,2
VITTORIO,1
VITTORIO FRANCESCO,1
VITUS,1
VITUS JĀNIS,1
VITUSIS,1
VIULA,1
VIVA,9
VIVA DANIELA,1
VIVA DILARA,1
VIVA VIKTORIJA,1
VIVA VIVIĀNA,1
VIVANDA,1
VIVANS ALBERTS,1
VIVANTA,2
VIVANTA DŽĪNA,1
VIVANTO,1
VIVDJA,1
VIVEA,1
VIVEYA,1
VIVEJA,34
VIVEK,3
VIVEK ABRAHAM,1
VIVEKA SIMONA,1
VIVENA,1
VIVETA,10
VIVI,1
VIVI VELTA,1
VIVIANA,41
VIVIANA EBIJA,1
VIVIANA HELGI,1
VIVIANA INGRĪDA RAITA,1
VIVIANA LARISA,1
VIVIANA MAIJA,1
VIVIANA MARIJA SIMONA,1
VIVIANA MIA,1
VIVIANA RUTA,1
VIVIANA TĪNA,1
VIVIANA VALTRAUTA,1
VIVIANA VITA,1
VIVIANE ANASTASIA,1
VIVIANE ANNA,1
VIVIANE ANNINKA,1
VIVIANE MARIE,1
VIVIANNA,9
VIVIANNA MARIA,1
VIVIANS,1
VIVIĀNA,112
VIVIĀNA AIVA,1
